Difficulty,Title,Frequency,Link,Topics
EASY,Palindrome Number,58.9,https://leetcode.com/problems/palindrome-number,Math
MEDIUM,Rotate Image,58.9,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
MEDIUM,Reverse Integer,58.9,https://leetcode.com/problems/reverse-integer,Math
HARD,First Missing Positive,58.0,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
MEDIUM,Valid Sudoku,58.0,https://leetcode.com/problems/valid-sudoku,"Array, Hash Table, Matrix"
MEDIUM,Best Time to Buy and Sell Stock II,58.0,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,"Array, Dynamic Programming, Greedy"
MEDIUM,Next Permutation,57.0,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
MEDIUM,Subsets,56.1,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
HARD,Binary Tree Maximum Path Sum,56.1,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
HARD,Candy,56.1,https://leetcode.com/problems/candy,"Array, Greedy"
HARD,Minimum Window Substring,56.1,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window"
MEDIUM,Binary Tree Level Order Traversal,55.1,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
MEDIUM,Letter Combinations of a Phone Number,55.1,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
MEDIUM,Sort Colors,55.1,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
MEDIUM,"Pow(x, n)",54.0,https://leetcode.com/problems/powx-n,"Math, Recursion"
MEDIUM,Binary Tree Zigzag Level Order Traversal,54.0,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
HARD,Largest Rectangle in Histogram,52.8,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
MEDIUM,4Sum,52.8,https://leetcode.com/problems/4sum,"Array, Two Pointers, Sorting"
MEDIUM,Integer to Roman,51.6,https://leetcode.com/problems/integer-to-roman,"Hash Table, Math, String"
HARD,Reverse Nodes in k-Group,50.3,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion"
MEDIUM,Permutations,50.3,https://leetcode.com/problems/permutations,"Array, Backtracking"
MEDIUM,Set Matrix Zeroes,50.3,https://leetcode.com/problems/set-matrix-zeroes,"Array, Hash Table, Matrix"
MEDIUM,Combination Sum,49.0,https://leetcode.com/problems/combination-sum,"Array, Backtracking"
EASY,Pascal's Triangle,49.0,https://leetcode.com/problems/pascals-triangle,"Array, Dynamic Programming"
HARD,N-Queens,49.0,https://leetcode.com/problems/n-queens,"Array, Backtracking"
HARD,Longest Valid Parentheses,49.0,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
EASY,Single Number,49.0,https://leetcode.com/problems/single-number,"Array, Bit Manipulation"
EASY,Roman to Integer,49.0,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
MEDIUM,Simplify Path,49.0,https://leetcode.com/problems/simplify-path,"String, Stack"
MEDIUM,Plates Between Candles,49.0,https://leetcode.com/problems/plates-between-candles,"Array, String, Binary Search, Prefix Sum"
MEDIUM,Palindrome Partitioning,47.5,https://leetcode.com/problems/palindrome-partitioning,"String, Dynamic Programming, Backtracking"
MEDIUM,Zigzag Conversion,47.5,https://leetcode.com/problems/zigzag-conversion,String
EASY,Find the Index of the First Occurrence in a String,47.5,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
MEDIUM,Reorder List,45.9,https://leetcode.com/problems/reorder-list,"Linked List, Two Pointers, Stack, Recursion"
MEDIUM,Validate Binary Search Tree,45.9,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
HARD,Regular Expression Matching,45.9,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion"
MEDIUM,String to Integer (atoi),44.2,https://leetcode.com/problems/string-to-integer-atoi,String
MEDIUM,Search a 2D Matrix,44.2,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
EASY,Plus One,44.2,https://leetcode.com/problems/plus-one,"Array, Math"
MEDIUM,Minimum Path Sum,42.3,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
MEDIUM,Remove Duplicates from Sorted Array II,42.3,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Array, Two Pointers"
MEDIUM,Remove Nth Node From End of List,42.3,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers"
MEDIUM,Gas Station,42.3,https://leetcode.com/problems/gas-station,"Array, Greedy"
EASY,Remove Element,42.3,https://leetcode.com/problems/remove-element,"Array, Two Pointers"
EASY,Symmetric Tree,42.3,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Valid Palindrome,40.2,https://leetcode.com/problems/valid-palindrome,"Two Pointers, String"
MEDIUM,Count Good Numbers,40.2,https://leetcode.com/problems/count-good-numbers,"Math, Recursion"
HARD,Sudoku Solver,40.2,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
MEDIUM,Construct Binary Tree from Preorder and Inorder Traversal,40.2,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Rotate List,37.9,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
MEDIUM,Reverse Linked List II,37.9,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
MEDIUM,Clone Graph,37.9,https://leetcode.com/problems/clone-graph,"Hash Table, Depth-First Search, Breadth-First Search, Graph"
MEDIUM,Decode Ways,35.3,https://leetcode.com/problems/decode-ways,"String, Dynamic Programming"
EASY,Maximum Depth of Binary Tree,35.3,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Divide Two Integers,35.3,https://leetcode.com/problems/divide-two-integers,"Math, Bit Manipulation"
MEDIUM,Partition List,32.4,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers"
MEDIUM,Subsets II,32.4,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
HARD,Text Justification,32.4,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
MEDIUM,Swap Nodes in Pairs,32.4,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
EASY,Linked List Cycle,28.9,https://leetcode.com/problems/linked-list-cycle,"Hash Table, Linked List, Two Pointers"
EASY,Same Tree,28.9,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Linked List Cycle II,24.7,https://leetcode.com/problems/linked-list-cycle-ii,"Hash Table, Linked List, Two Pointers"
HARD,Wildcard Matching,24.7,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion"
EASY,Path Sum,24.7,https://leetcode.com/problems/path-sum,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Search Insert Position,24.7,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
MEDIUM,3Sum Closest,19.6,https://leetcode.com/problems/3sum-closest,"Array, Two Pointers, Sorting"
MEDIUM,Triangle,19.6,https://leetcode.com/problems/triangle,"Array, Dynamic Programming"
MEDIUM,Combination Sum II,19.6,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
MEDIUM,Search in Rotated Sorted Array II,13.1,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
MEDIUM,Path Sum II,13.1,https://leetcode.com/problems/path-sum-ii,"Backtracking, Tree, Depth-First Search, Binary Tree"
HARD,Trapping Rain Water,84.5,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
EASY,Merge Sorted Array,82.8,https://leetcode.com/problems/merge-sorted-array,"Array, Two Pointers, Sorting"
MEDIUM,Longest Substring Without Repeating Characters,81.3,https://leetcode.com/problems/longest-substring-without-repeating-characters,"Hash Table, String, Sliding Window"
EASY,Valid Parentheses,77.1,https://leetcode.com/problems/valid-parentheses,"String, Stack"
MEDIUM,Longest Palindromic Substring,76.9,https://leetcode.com/problems/longest-palindromic-substring,"Two Pointers, String, Dynamic Programming"
MEDIUM,Group Anagrams,76.9,https://leetcode.com/problems/group-anagrams,"Array, Hash Table, String, Sorting"
MEDIUM,Container With Most Water,76.4,https://leetcode.com/problems/container-with-most-water,"Array, Two Pointers, Greedy"
MEDIUM,Add Two Numbers,76.3,https://leetcode.com/problems/add-two-numbers,"Linked List, Math, Recursion"
MEDIUM,3Sum,75.6,https://leetcode.com/problems/3sum,"Array, Two Pointers, Sorting"
HARD,Median of Two Sorted Arrays,74.8,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
MEDIUM,Merge Intervals,73.2,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
EASY,Longest Common Prefix,70.9,https://leetcode.com/problems/longest-common-prefix,"String, Trie"
MEDIUM,Maximum Subarray,69.1,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
EASY,Climbing Stairs,68.8,https://leetcode.com/problems/climbing-stairs,"Math, Dynamic Programming, Memoization"
MEDIUM,Jump Game,68.5,https://leetcode.com/problems/jump-game,"Array, Dynamic Programming, Greedy"
MEDIUM,Letter Combinations of a Phone Number,68.3,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
EASY,Roman to Integer,67.8,https://leetcode.com/problems/roman-to-integer,"Hash Table, Math, String"
EASY,Palindrome Number,67.4,https://leetcode.com/problems/palindrome-number,Math
MEDIUM,Spiral Matrix,67.4,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation"
MEDIUM,Generate Parentheses,67.2,https://leetcode.com/problems/generate-parentheses,"String, Dynamic Programming, Backtracking"
HARD,Merge k Sorted Lists,66.5,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
MEDIUM,Reverse Integer,65.3,https://leetcode.com/problems/reverse-integer,Math
EASY,Merge Two Sorted Lists,64.3,https://leetcode.com/problems/merge-two-sorted-lists,"Linked List, Recursion"
MEDIUM,Next Permutation,63.1,https://leetcode.com/problems/next-permutation,"Array, Two Pointers"
MEDIUM,Search in Rotated Sorted Array,63.1,https://leetcode.com/problems/search-in-rotated-sorted-array,"Array, Binary Search"
MEDIUM,Rotate Image,61.8,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix"
HARD,Largest Rectangle in Histogram,61.8,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
EASY,Remove Duplicates from Sorted Array,61.5,https://leetcode.com/problems/remove-duplicates-from-sorted-array,"Array, Two Pointers"
MEDIUM,Valid Sudoku,60.1,https://leetcode.com/problems/valid-sudoku,"Array, Hash Table, Matrix"
MEDIUM,Find First and Last Position of Element in Sorted Array,59.3,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,"Array, Binary Search"
MEDIUM,Word Search,59.1,https://leetcode.com/problems/word-search,"Array, String, Backtracking, Depth-First Search, Matrix"
HARD,First Missing Positive,57.4,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
HARD,Reverse Nodes in k-Group,57.1,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion"
MEDIUM,Search a 2D Matrix,56.8,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
MEDIUM,4Sum,56.8,https://leetcode.com/problems/4sum,"Array, Two Pointers, Sorting"
MEDIUM,Set Matrix Zeroes,56.5,https://leetcode.com/problems/set-matrix-zeroes,"Array, Hash Table, Matrix"
HARD,Regular Expression Matching,56.5,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion"
MEDIUM,Jump Game II,56.5,https://leetcode.com/problems/jump-game-ii,"Array, Dynamic Programming, Greedy"
MEDIUM,"Pow(x, n)",56.2,https://leetcode.com/problems/powx-n,"Math, Recursion"
MEDIUM,Remove Nth Node From End of List,55.6,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers"
MEDIUM,Subsets,55.2,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
MEDIUM,Sort Colors,54.5,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
MEDIUM,Unique Paths,53.5,https://leetcode.com/problems/unique-paths,"Math, Dynamic Programming, Combinatorics"
EASY,Remove Element,53.1,https://leetcode.com/problems/remove-element,"Array, Two Pointers"
HARD,N-Queens,52.7,https://leetcode.com/problems/n-queens,"Array, Backtracking"
EASY,Find the Index of the First Occurrence in a String,51.9,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
HARD,Minimum Window Substring,51.9,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window"
MEDIUM,Zigzag Conversion,51.9,https://leetcode.com/problems/zigzag-conversion,String
MEDIUM,Combination Sum,51.5,https://leetcode.com/problems/combination-sum,"Array, Backtracking"
EASY,Sqrt(x),51.1,https://leetcode.com/problems/sqrtx,"Math, Binary Search"
EASY,Search Insert Position,51.1,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
EASY,Plus One,50.7,https://leetcode.com/problems/plus-one,"Array, Math"
MEDIUM,Validate Binary Search Tree,50.7,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Integer to Roman,49.8,https://leetcode.com/problems/integer-to-roman,"Hash Table, Math, String"
MEDIUM,Permutations,47.9,https://leetcode.com/problems/permutations,"Array, Backtracking"
MEDIUM,Reverse Linked List II,46.3,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
MEDIUM,Swap Nodes in Pairs,46.3,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
MEDIUM,Combination Sum II,45.8,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
HARD,Longest Valid Parentheses,45.8,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
MEDIUM,Divide Two Integers,45.8,https://leetcode.com/problems/divide-two-integers,"Math, Bit Manipulation"
EASY,Add Binary,45.8,https://leetcode.com/problems/add-binary,"Math, String, Bit Manipulation, Simulation"
MEDIUM,Decode Ways,45.2,https://leetcode.com/problems/decode-ways,"String, Dynamic Programming"
MEDIUM,3Sum Closest,44.6,https://leetcode.com/problems/3sum-closest,"Array, Two Pointers, Sorting"
MEDIUM,Subsets II,43.9,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
EASY,Same Tree,43.9,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Insert Interval,42.6,https://leetcode.com/problems/insert-interval,Array
MEDIUM,Rotate List,42.6,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
HARD,Wildcard Matching,42.6,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion"
EASY,Length of Last Word,42.6,https://leetcode.com/problems/length-of-last-word,String
MEDIUM,Remove Duplicates from Sorted Array II,41.9,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Array, Two Pointers"
MEDIUM,Minimum Path Sum,41.9,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
MEDIUM,Search in Rotated Sorted Array II,41.9,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
EASY,Remove Duplicates from Sorted List,41.2,https://leetcode.com/problems/remove-duplicates-from-sorted-list,Linked List
MEDIUM,Simplify Path,40.4,https://leetcode.com/problems/simplify-path,"String, Stack"
HARD,Sudoku Solver,40.4,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
MEDIUM,Count and Say,38.8,https://leetcode.com/problems/count-and-say,String
EASY,Binary Tree Inorder Traversal,38.8,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
MEDIUM,String to Integer (atoi),38.8,https://leetcode.com/problems/string-to-integer-atoi,String
MEDIUM,Edit Distance,38.8,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming"
MEDIUM,Multiply Strings,37.9,https://leetcode.com/problems/multiply-strings,"Math, String, Simulation"
MEDIUM,Unique Binary Search Trees II,37.0,https://leetcode.com/problems/unique-binary-search-trees-ii,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
HARD,Text Justification,35.0,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
HARD,Permutation Sequence,33.9,https://leetcode.com/problems/permutation-sequence,"Math, Recursion"
MEDIUM,Combinations,32.7,https://leetcode.com/problems/combinations,Backtracking
MEDIUM,Partition List,32.7,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers"
HARD,Maximal Rectangle,31.5,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
MEDIUM,Unique Paths II,30.1,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix"
HARD,Substring with Concatenation of All Words,28.7,https://leetcode.com/problems/substring-with-concatenation-of-all-words,"Hash Table, String, Sliding Window"
MEDIUM,Recover Binary Search Tree,25.4,https://leetcode.com/problems/recover-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Restore IP Addresses,25.4,https://leetcode.com/problems/restore-ip-addresses,"String, Backtracking"
MEDIUM,Permutations II,25.4,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting"
MEDIUM,Unique Binary Search Trees,23.5,https://leetcode.com/problems/unique-binary-search-trees,"Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
MEDIUM,Interleaving String,23.5,https://leetcode.com/problems/interleaving-string,"String, Dynamic Programming"
MEDIUM,Remove Duplicates from Sorted List II,23.5,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,"Linked List, Two Pointers"
MEDIUM,Spiral Matrix II,18.9,https://leetcode.com/problems/spiral-matrix-ii,"Array, Matrix, Simulation"
HARD,N-Queens II,16.2,https://leetcode.com/problems/n-queens-ii,Backtracking
HARD,Valid Number,16.2,https://leetcode.com/problems/valid-number,String
MEDIUM,Gray Code,13.1,https://leetcode.com/problems/gray-code,"Math, Backtracking, Bit Manipulation"
HARD,Scramble String,9.5,https://leetcode.com/problems/scramble-string,"String, Dynamic Programming"
