Difficulty,Title,Frequency,Link,Topics
MEDIUM,Watering Plants,100.0,https://leetcode.com/problems/watering-plants,"Array, Simulation"
EASY,Two Sum,87.0,https://leetcode.com/problems/two-sum,"Array, Hash Table"
EASY,Water Bottles,70.8,https://leetcode.com/problems/water-bottles,"Math, Simulation"
MEDIUM,Minimum Time to Complete Trips,70.8,https://leetcode.com/problems/minimum-time-to-complete-trips,"Array, Binary Search"
